resident_id,fsa_context,source_da,area,HID,person_uid,sex,age_group,education_level,labour_force_status,household_income,family_status,household_size,household_type,inferred_schedule_type,code_agegrp,code_lfact,code_totinc,code_hhtype,source_synpop_file
H3K-P3,H3K,24661252,24661252,0,H3K-P3,Male,65-69 years,Trades or college credential,Not in labour force,"$60,000-$99,999",One-person household context,2,Couple with children,More daytime presence likely,10,2,2,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3K-P4,H3K,24661246,24661246,76,H3K-P4,Female,55-59 years,Trades or college credential,Unemployed,"$60,000-$99,999",One-person household context,2,Couple without children,Variable schedule / employment transition,8,1,2,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3K-P5,H3K,24661249,24661249,153,H3K-P5,Female,85+ years,University credential,Employed,"$20,000-$59,999",One-person household context,5+,One-parent household,Structured workday / family household,14,0,1,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3L-P1,H3L,24662541,24662541,193,H3L-P1,Female,50-54 years,Trades or college credential,Unemployed,"$20,000-$59,999",One-person household context,4,One-person household,Variable schedule / employment transition,7,1,1,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3L-P2,H3L,24662539,24662539,150,H3L-P2,Female,65-69 years,University credential,Employed,"< $20,000",One-person household context,4,One-person household,Mixed schedule,10,0,0,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3L-P3,H3L,24660502,24660502,242,H3L-P3,Female,60-64 years,University credential,Unemployed,"$60,000-$99,999",One-person household context,2,One-person household,Variable schedule / employment transition,9,1,2,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3L-P4,H3L,24660502,24660502,174,H3L-P4,Female,45-49 years,Trades or college credential,Unemployed,"$60,000-$99,999",One-person household context,3,One-parent household,Variable schedule / employment transition,6,1,2,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3L-P5,H3L,24660502,24660502,149,H3L-P5,Male,55-59 years,University credential,Unemployed,"$60,000-$99,999",One-person household context,4,Couple without children,Variable schedule / employment transition,8,1,2,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3M-P1,H3M,24662509,24662509,36,H3M-P1,Male,35-39 years,Trades or college credential,Unemployed,"< $20,000",Couple family context,3,Other household,Variable schedule / employment transition,4,1,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3M-P2,H3M,24662553,24662553,141,H3M-P2,Female,Age group 16,Trades or college credential,Unemployed,"< $20,000",Couple family context,1,One-person household,Variable schedule / employment transition,16,1,0,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3M-P3,H3M,24662512,24662512,87,H3M-P3,Female,65-69 years,Trades or college credential,Employed,"$60,000-$99,999",One-person household context,1,Other household,Structured workday / smaller household,10,0,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3M-P4,H3M,24662544,24662544,86,H3M-P4,Male,55-59 years,Trades or college credential,Employed,"< $20,000",One-person household context,5+,Other household,Structured workday / family household,8,0,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3M-P5,H3M,24662509,24662509,97,H3M-P5,Male,50-54 years,University credential,Employed,"$60,000-$99,999",Couple family context,3,One-parent household,Structured workday / smaller household,7,0,2,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3N-P1,H3N,24661542,24661542,79,H3N-P1,Male,35-39 years,Trades or college credential,Not in labour force,"$20,000-$59,999",One-person household context,4,Couple without children,More daytime presence likely,4,2,1,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3N-P2,H3N,24661547,24661547,28,H3N-P2,Female,15-24 years,No certificate / high school or less,Not in labour force,"< $20,000",Lone-parent or child context,2,Couple with children,More daytime presence likely,2,2,0,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3N-P3,H3N,24661615,24661615,67,H3N-P3,Female,40-44 years,University credential,Employed,"$20,000-$59,999",Non-family household context,3,Other household,Structured workday / smaller household,5,0,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3N-P4,H3N,24661549,24661549,169,H3N-P4,Female,45-49 years,No certificate / high school or less,Employed,"$60,000-$99,999",Couple family context,4,Couple without children,Mixed schedule,6,0,2,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3N-P5,H3N,24661529,24661529,105,H3N-P5,Male,Age group 15,No certificate / high school or less,Employed,"< $20,000",One-person household context,4,One-person household,Mixed schedule,15,0,0,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3P-P1,H3P,24661568,24661568,14,H3P-P1,Male,15-24 years,No certificate / high school or less,Not in labour force,"< $20,000",Couple family context,5+,Couple with children,More daytime presence likely,2,2,0,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3P-P2,H3P,24661577,24661577,8,H3P-P2,Male,50-54 years,University credential,Employed,"$60,000-$99,999",Couple family context,4,Other household,Mixed schedule,7,0,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3P-P3,H3P,24661620,24661620,159,H3P-P3,Female,50-54 years,University credential,Employed,"$60,000-$99,999",Couple family context,5+,Other household,Structured workday / family household,7,0,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3P-P4,H3P,24661532,24661532,68,H3P-P4,Female,80-84 years,University credential,Not in labour force,"$20,000-$59,999",Couple family context,3,Other household,More daytime presence likely,13,2,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3P-P5,H3P,24661598,24661598,0,H3P-P5,Male,25-34 years,No certificate / high school or less,Unemployed,"< $20,000",Couple family context,5+,Other household,Variable schedule / employment transition,3,1,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3R-P1,H3R,24661580,24661580,37,H3R-P1,Female,Age group 17,University credential,Unemployed,"< $20,000",One-person household context,3,Couple with children,Variable schedule / employment transition,17,1,0,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3R-P2,H3R,24661592,24661592,176,H3R-P2,Female,Age group 16,University credential,Not in labour force,"< $20,000",Couple family context,3,One-person household,More daytime presence likely,16,2,0,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3R-P3,H3R,24661580,24661580,153,H3R-P3,Female,55-59 years,Trades or college credential,Employed,"$60,000-$99,999",One-person household context,4,One-person household,Mixed schedule,8,0,2,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3R-P4,H3R,24661600,24661600,176,H3R-P4,Male,80-84 years,University credential,Employed,"< $20,000",Couple family context,4,One-person household,Mixed schedule,13,0,0,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3R-P5,H3R,24661581,24661581,49,H3R-P5,Male,45-49 years,University credential,Employed,"$100,000+",One-person household context,1,Other household,Structured workday / smaller household,6,0,3,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3S-P1,H3S,24661405,24661405,74,H3S-P1,Female,75-79 years,Trades or college credential,Employed,"< $20,000",One-person household context,1,Other household,Structured workday / smaller household,12,0,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3S-P2,H3S,24660685,24660685,8,H3S-P2,Female,25-34 years,University credential,Employed,"< $20,000",Couple family context,5+,Couple with children,Structured workday / family household,3,0,0,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3S-P3,H3S,24661330,24661330,180,H3S-P3,Male,65-69 years,University credential,Unemployed,"< $20,000",One-person household context,3,One-person household,Variable schedule / employment transition,10,1,0,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3S-P4,H3S,24661319,24661319,44,H3S-P4,Female,65-69 years,University credential,Employed,"$20,000-$59,999",Couple family context,3,Other household,Structured workday / smaller household,10,0,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3S-P5,H3S,24660685,24660685,53,H3S-P5,Male,65-69 years,University credential,Employed,"$100,000+",Couple family context,3,Other household,Structured workday / smaller household,10,0,3,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3T-P1,H3T,24660689,24660689,226,H3T-P1,Male,75-79 years,University credential,Unemployed,"$60,000-$99,999",One-person household context,1,Couple without children,Variable schedule / employment transition,12,1,2,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3T-P2,H3T,24660696,24660696,183,H3T-P2,Male,55-59 years,University credential,Not in labour force,"$60,000-$99,999",One-person household context,2,One-person household,More daytime presence likely,8,2,2,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3T-P3,H3T,24661301,24661301,19,H3T-P3,Male,85+ years,Trades or college credential,Employed,"$100,000+",One-person household context,2,Other household,Structured workday / smaller household,14,0,3,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3T-P4,H3T,24660692,24660692,17,H3T-P4,Male,65-69 years,University credential,Unemployed,"$60,000-$99,999",One-person household context,3,Couple with children,Variable schedule / employment transition,10,1,2,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3T-P5,H3T,24661407,24661407,144,H3T-P5,Male,45-49 years,University credential,Unemployed,"$100,000+",One-person household context,5+,One-parent household,Variable schedule / employment transition,6,1,3,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3V-P1,H3V,24663481,24663481,141,H3V-P1,Female,45-49 years,University credential,Employed,"$60,000-$99,999",One-person household context,4,Other household,Mixed schedule,6,0,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3V-P2,H3V,24663481,24663481,664,H3V-P2,Male,45-49 years,University credential,Employed,"< $20,000",One-person household context,1,One-person household,Structured workday / smaller household,6,0,0,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3V-P3,H3V,24660700,24660700,146,H3V-P3,Male,60-64 years,Trades or college credential,Unemployed,"$60,000-$99,999",One-person household context,2,One-person household,Variable schedule / employment transition,9,1,2,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3V-P4,H3V,24660701,24660701,3,H3V-P4,Male,5-14 years,No certificate / high school or less,Not in labour force,"< $20,000",Couple family context,4,Couple with children,More daytime presence likely,1,2,0,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3V-P5,H3V,24663481,24663481,95,H3V-P5,Male,55-59 years,University credential,Unemployed,"$20,000-$59,999",One-person household context,1,Other household,Variable schedule / employment transition,8,1,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3W-P1,H3W,24660616,24660616,195,H3W-P1,Female,55-59 years,Trades or college credential,Unemployed,"< $20,000",Couple family context,3,Couple without children,Variable schedule / employment transition,8,1,0,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3W-P2,H3W,24660619,24660619,35,H3W-P2,Female,Age group 16,No certificate / high school or less,Unemployed,"< $20,000",Couple family context,5+,Other household,Variable schedule / employment transition,16,1,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3W-P3,H3W,24660673,24660673,58,H3W-P3,Male,50-54 years,Trades or college credential,Employed,"$60,000-$99,999",Couple family context,3,Other household,Structured workday / smaller household,7,0,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3W-P4,H3W,24663195,24663195,77,H3W-P4,Male,60-64 years,University credential,Employed,"< $20,000",Couple family context,4,Couple without children,Mixed schedule,9,0,0,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3W-P5,H3W,24660687,24660687,52,H3W-P5,Male,Age group 17,University credential,Unemployed,"$20,000-$59,999",Lone-parent or child context,2,Other household,Variable schedule / employment transition,17,1,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3X-P1,H3X,24660634,24660634,102,H3X-P1,Male,65-69 years,University credential,Employed,"$100,000+",Lone-parent or child context,2,Other household,Structured workday / smaller household,10,0,3,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3X-P2,H3X,24660635,24660635,121,H3X-P2,Female,75-79 years,Trades or college credential,Unemployed,"$60,000-$99,999",One-person household context,3,Other household,Variable schedule / employment transition,12,1,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3X-P3,H3X,24660630,24660630,113,H3X-P3,Female,40-44 years,University credential,Employed,"< $20,000",Couple family context,4,One-parent household,Mixed schedule,5,0,0,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3X-P4,H3X,24663205,24663205,102,H3X-P4,Female,40-44 years,Trades or college credential,Unemployed,"< $20,000",One-person household context,2,One-parent household,Variable schedule / employment transition,5,1,0,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3X-P5,H3X,24660771,24660771,58,H3X-P5,Female,70-74 years,University credential,Unemployed,"< $20,000",Couple family context,3,Other household,Variable schedule / employment transition,11,1,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3Y-P1,H3Y,24661070,24661070,20,H3Y-P1,Male,85+ years,University credential,Employed,"$60,000-$99,999",One-person household context,1,Couple with children,Structured workday / smaller household,14,0,2,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3Y-P2,H3Y,24660710,24660710,24,H3Y-P2,Female,65-69 years,University credential,Employed,"$60,000-$99,999",Couple family context,5+,Couple with children,Structured workday / family household,10,0,2,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3Y-P3,H3Y,24660713,24660713,11,H3Y-P3,Female,75-79 years,No certificate / high school or less,Unemployed,"$20,000-$59,999",Lone-parent or child context,2,Other household,Variable schedule / employment transition,12,1,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3Y-P4,H3Y,24663185,24663185,65,H3Y-P4,Male,35-39 years,University credential,Employed,"$20,000-$59,999",Couple family context,5+,Other household,Structured workday / family household,4,0,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3Y-P5,H3Y,24661072,24661072,43,H3Y-P5,Male,70-74 years,University credential,Employed,"$60,000-$99,999",Couple family context,3,Other household,Structured workday / smaller household,11,0,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3Z-P1,H3Z,24663258,24663258,194,H3Z-P1,Male,Age group 15,University credential,Employed,"$60,000-$99,999",One-person household context,1,Couple without children,Structured workday / smaller household,15,0,2,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3Z-P2,H3Z,24662138,24662138,94,H3Z-P2,Female,65-69 years,Trades or college credential,Employed,"$20,000-$59,999",Couple family context,2,Other household,Structured workday / smaller household,10,0,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3Z-P3,H3Z,24662143,24662143,100,H3Z-P3,Female,Age group 16,University credential,Unemployed,"$60,000-$99,999",One-person household context,4,One-parent household,Variable schedule / employment transition,16,1,2,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3Z-P4,H3Z,24661073,24661073,113,H3Z-P4,Male,60-64 years,Trades or college credential,Unemployed,"$100,000+",One-person household context,3,Couple without children,Variable schedule / employment transition,9,1,3,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H3Z-P5,H3Z,24661063,24661063,53,H3Z-P5,Female,Age group 17,University credential,Employed,"$20,000-$59,999",One-person household context,3,Other household,Structured workday / smaller household,17,0,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4A-P1,H4A,24660646,24660646,128,H4A-P1,Male,85+ years,University credential,Not in labour force,"$60,000-$99,999",Couple family context,2,Couple without children,More daytime presence likely,14,2,2,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4A-P2,H4A,24660760,24660760,59,H4A-P2,Male,70-74 years,University credential,Unemployed,"< $20,000",Couple family context,2,Other household,Variable schedule / employment transition,11,1,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4A-P3,H4A,24660639,24660639,30,H4A-P3,Female,70-74 years,Trades or college credential,Employed,"$60,000-$99,999",One-person household context,3,Couple with children,Structured workday / smaller household,11,0,2,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4A-P4,H4A,24663208,24663208,69,H4A-P4,Female,60-64 years,University credential,Employed,"$100,000+",One-person household context,1,Other household,Structured workday / smaller household,9,0,3,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4A-P5,H4A,24660731,24660731,128,H4A-P5,Female,40-44 years,University credential,Unemployed,"$60,000-$99,999",One-person household context,3,One-person household,Variable schedule / employment transition,5,1,2,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4B-P1,H4B,24660826,24660826,69,H4B-P1,Female,80-84 years,University credential,Not in labour force,"$60,000-$99,999",Couple family context,2,Other household,More daytime presence likely,13,2,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4B-P2,H4B,24660636,24660636,77,H4B-P2,Male,65-69 years,University credential,Employed,"$20,000-$59,999",One-person household context,3,Other household,Structured workday / smaller household,10,0,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4B-P3,H4B,24660743,24660743,4,H4B-P3,Male,5-14 years,No certificate / high school or less,Not in labour force,"< $20,000",Lone-parent or child context,5+,Couple with children,More daytime presence likely,1,2,0,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4B-P4,H4B,24663471,24663471,3,H4B-P4,Male,25-34 years,Trades or college credential,Unemployed,"< $20,000",One-person household context,3,Couple with children,Variable schedule / employment transition,3,1,0,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4B-P5,H4B,24660745,24660745,214,H4B-P5,Female,40-44 years,Trades or college credential,Unemployed,"$60,000-$99,999",One-person household context,2,One-person household,Variable schedule / employment transition,5,1,2,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4C-P1,H4C,24661050,24661050,172,H4C-P1,Female,55-59 years,University credential,Unemployed,"$20,000-$59,999",One-person household context,2,One-person household,Variable schedule / employment transition,8,1,1,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4C-P2,H4C,24661052,24661052,3,H4C-P2,Female,0-4 years,No certificate / high school or less,Not in labour force,"< $20,000",One-person household context,2,Couple with children,More daytime presence likely,0,2,0,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4C-P3,H4C,24662136,24662136,415,H4C-P3,Male,40-44 years,University credential,Employed,"$60,000-$99,999",One-person household context,3,Couple without children,Structured workday / smaller household,5,0,2,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4C-P4,H4C,24662167,24662167,35,H4C-P4,Male,25-34 years,No certificate / high school or less,Unemployed,"< $20,000",One-person household context,4,Other household,Variable schedule / employment transition,3,1,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4C-P5,H4C,24661055,24661055,211,H4C-P5,Female,65-69 years,University credential,Not in labour force,"$100,000+",One-person household context,3,One-parent household,More daytime presence likely,10,2,3,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4E-P1,H4E,24661011,24661011,102,H4E-P1,Male,60-64 years,University credential,Employed,"$60,000-$99,999",Couple family context,2,Couple without children,Structured workday / smaller household,9,0,2,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4E-P2,H4E,24661044,24661044,114,H4E-P2,Female,55-59 years,University credential,Unemployed,"$20,000-$59,999",Non-family household context,2,Couple without children,Variable schedule / employment transition,8,1,1,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4E-P3,H4E,24661002,24661002,15,H4E-P3,Male,25-34 years,Trades or college credential,Unemployed,"< $20,000",One-person household context,3,Other household,Variable schedule / employment transition,3,1,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4E-P4,H4E,24661023,24661023,94,H4E-P4,Male,65-69 years,Trades or college credential,Employed,"$20,000-$59,999",One-person household context,4,Couple without children,Mixed schedule,10,0,1,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4E-P5,H4E,24661040,24661040,161,H4E-P5,Male,55-59 years,Trades or college credential,Unemployed,"< $20,000",One-person household context,2,One-person household,Variable schedule / employment transition,8,1,0,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4G-P1,H4G,24661190,24661190,30,H4G-P1,Female,15-24 years,No certificate / high school or less,Not in labour force,"< $20,000",One-person household context,3,Couple with children,More daytime presence likely,2,2,0,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4G-P2,H4G,24661150,24661150,8,H4G-P2,Female,60-64 years,University credential,Employed,"$20,000-$59,999",Lone-parent or child context,3,Couple with children,Structured workday / smaller household,9,0,1,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4G-P3,H4G,24661183,24661183,35,H4G-P3,Male,50-54 years,University credential,Not in labour force,"< $20,000",One-person household context,3,Couple with children,More daytime presence likely,7,2,0,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4G-P4,H4G,24661147,24661147,53,H4G-P4,Female,45-49 years,University credential,Not in labour force,"$20,000-$59,999",One-person household context,4,One-parent household,More daytime presence likely,6,2,1,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4G-P5,H4G,24661179,24661179,158,H4G-P5,Female,55-59 years,Trades or college credential,Unemployed,"< $20,000",One-person household context,3,Couple without children,Variable schedule / employment transition,8,1,0,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4H-P1,H4H,24661200,24661200,43,H4H-P1,Female,70-74 years,No certificate / high school or less,Unemployed,"$60,000-$99,999",One-person household context,5+,Other household,Variable schedule / employment transition,11,1,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4H-P2,H4H,24661162,24661162,96,H4H-P2,Male,80-84 years,No certificate / high school or less,Unemployed,"$20,000-$59,999",One-person household context,4,One-parent household,Variable schedule / employment transition,13,1,1,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4H-P3,H4H,24661213,24661213,113,H4H-P3,Male,80-84 years,Trades or college credential,Unemployed,"$60,000-$99,999",One-person household context,1,One-person household,Variable schedule / employment transition,13,1,2,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4H-P4,H4H,24661198,24661198,31,H4H-P4,Female,65-69 years,University credential,Unemployed,"$20,000-$59,999",One-person household context,2,Other household,Variable schedule / employment transition,10,1,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4H-P5,H4H,24662122,24662122,195,H4H-P5,Male,Age group 17,Trades or college credential,Unemployed,"$100,000+",Couple family context,1,One-parent household,Variable schedule / employment transition,17,1,3,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4J-P1,H4J,24662506,24662506,39,H4J-P1,Female,85+ years,Trades or college credential,Not in labour force,"< $20,000",Couple family context,2,Other household,More daytime presence likely,14,2,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4J-P2,H4J,24662505,24662505,26,H4J-P2,Female,40-44 years,University credential,Unemployed,"< $20,000",Couple family context,3,Other household,Variable schedule / employment transition,5,1,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4J-P3,H4J,24662477,24662477,161,H4J-P3,Male,65-69 years,University credential,Employed,"$20,000-$59,999",One-person household context,2,One-person household,Structured workday / smaller household,10,0,1,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4J-P4,H4J,24663253,24663253,173,H4J-P4,Male,35-39 years,University credential,Employed,"< $20,000",Couple family context,2,Other household,Structured workday / smaller household,4,0,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4J-P5,H4J,24662569,24662569,6,H4J-P5,Female,Age group 15,University credential,Unemployed,"$100,000+",One-person household context,2,Couple with children,Variable schedule / employment transition,15,1,3,1,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4K-P1,H4K,24662497,24662497,134,H4K-P1,Female,75-79 years,No certificate / high school or less,Employed,"< $20,000",Couple family context,3,One-person household,Structured workday / smaller household,12,0,0,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4K-P2,H4K,24662499,24662499,103,H4K-P2,Female,45-49 years,University credential,Employed,"$60,000-$99,999",Couple family context,3,One-parent household,Structured workday / smaller household,6,0,2,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4K-P3,H4K,24662471,24662471,125,H4K-P3,Male,65-69 years,University credential,Employed,"$60,000-$99,999",One-person household context,1,One-parent household,Structured workday / smaller household,10,0,2,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4K-P4,H4K,24662471,24662471,212,H4K-P4,Female,75-79 years,Trades or college credential,Not in labour force,"< $20,000",Couple family context,3,One-person household,More daytime presence likely,12,2,0,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4K-P5,H4K,24662472,24662472,72,H4K-P5,Male,65-69 years,University credential,Unemployed,"$20,000-$59,999",Couple family context,5+,One-parent household,Variable schedule / employment transition,10,1,1,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4L-P1,H4L,24660547,24660547,176,H4L-P1,Male,Age group 17,University credential,Unemployed,"$20,000-$59,999",One-person household context,2,One-person household,Variable schedule / employment transition,17,1,1,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4L-P2,H4L,24663379,24663379,151,H4L-P2,Female,45-49 years,No certificate / high school or less,Unemployed,"< $20,000",Couple family context,3,Couple without children,Variable schedule / employment transition,6,1,0,0,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4L-P3,H4L,24663374,24663374,139,H4L-P3,Male,85+ years,Trades or college credential,Unemployed,"< $20,000",Couple family context,2,Other household,Variable schedule / employment transition,14,1,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4L-P4,H4L,24660544,24660544,33,H4L-P4,Male,Age group 16,University credential,Not in labour force,"< $20,000",Couple family context,3,Other household,More daytime presence likely,16,2,0,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4L-P5,H4L,24660607,24660607,250,H4L-P5,Female,40-44 years,University credential,Unemployed,"< $20,000",One-person household context,1,One-person household,Variable schedule / employment transition,5,1,0,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4M-P1,H4M,24662460,24662460,38,H4M-P1,Male,70-74 years,University credential,Employed,"$20,000-$59,999",Couple family context,5+,Other household,Structured workday / family household,11,0,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4M-P2,H4M,24660583,24660583,31,H4M-P2,Female,75-79 years,University credential,Not in labour force,"$60,000-$99,999",One-person household context,1,Other household,More daytime presence likely,12,2,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4M-P3,H4M,24660583,24660583,185,H4M-P3,Female,Age group 15,University credential,Employed,"$20,000-$59,999",Couple family context,2,One-parent household,Structured workday / smaller household,15,0,1,2,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4M-P4,H4M,24663264,24663264,31,H4M-P4,Female,35-39 years,No certificate / high school or less,Unemployed,"$20,000-$59,999",Couple family context,2,Other household,Variable schedule / employment transition,4,1,1,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4M-P5,H4M,24660583,24660583,44,H4M-P5,Male,40-44 years,University credential,Employed,"$60,000-$99,999",Couple family context,4,Other household,Mixed schedule,5,0,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4N-P1,H4N,24663468,24663468,344,H4N-P1,Female,65-69 years,University credential,Unemployed,"< $20,000",Couple family context,5+,One-person household,Variable schedule / employment transition,10,1,0,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4N-P2,H4N,24663467,24663467,295,H4N-P2,Female,40-44 years,University credential,Employed,"$100,000+",One-person household context,4,Other household,Mixed schedule,5,0,3,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4N-P3,H4N,24663356,24663356,745,H4N-P3,Female,45-49 years,No certificate / high school or less,Unemployed,"$60,000-$99,999",Couple family context,5+,One-person household,Variable schedule / employment transition,6,1,2,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4N-P4,H4N,24663357,24663357,285,H4N-P4,Male,75-79 years,University credential,Employed,"< $20,000",One-person household context,1,One-person household,Structured workday / smaller household,12,0,0,3,syn_inds_with_hh_montreal_p24_seed42_all.parquet
H4N-P5,H4N,24663467,24663467,80,H4N-P5,Male,45-49 years,No certificate / high school or less,Employed,"$60,000-$99,999",One-person household context,4,Other household,Mixed schedule,6,0,2,4,syn_inds_with_hh_montreal_p24_seed42_all.parquet
